  14 
 150  90 r3   # Lake IJssel East
 106  72 r4   # Lake IJssel West 
 282  128 r14  # Cleveringsluizen 
 83  98 r17  # DeSchans 
 91  102 r19  # Dijkmanshuizen 
 99  125 r24  # Eierland 
 168  108 r29  # Harlingen 
 73  86 r30  # Helsdeur 
 97  110 r34  # Krassekeet 
 203  128 r37  # Miedema 
 73  80 r42  # Oostoever 
 80  98 r44  # PrinsHendrik 
 173  115 r45  # Ropta 
 93  105 r53  # Zandkes 
